,spot_1,spot_2,spot_3,spot_4,spot_5,spot_6,spot_7,spot_8,spot_9,spot_10,spot_11,spot_12,spot_13,spot_14,spot_15,spot_16,spot_17,spot_18,spot_19,spot_20,spot_21,spot_22,spot_23,spot_24,spot_25,spot_26,spot_27,spot_28,spot_29,spot_30
BCO2,0,6.58432193,5.026549213,2.63096446,9.175311401,7.695141876,3.713424142,5.495177493,1.972355909,6.496052592,8.038901835,9.132795038,6.343797081,1.923929732,8.418989124,5.056253311,11.72714051,10.66824357,4.868757195,5.08403267,6.140344982,6.303577587,10.93251577,7.409694183,4.036306895,3.583378427,6.990058225,4.322823751,10.50611554,3.862593398
BCOR,0,1.567981129,0,1.567981129,0,0,0,0,0,2.353440872,0,0,2.353440872,0,0,0,1.567981129,0,1.567981129,0,0,0,2.353440872,2.353440872,0,0,3.921422001,0,0,0
BDP1,3.519036178,3.285295074,6.607158049,1.453242721,4.613717179,4.028252222,4.418559581,5.7553485,6.239124027,5.128756336,12.55301241,6.27726759,5.600636636,5.382089208,4.015100481,5.034269606,5.502102531,10.57545591,0,1.238926349,3.31200853,4.151107178,4.436308926,6.590729409,5.943810645,7.725028135,8.699848083,4.235306413,3.482163991,4.015100481
BECN1,3.767821188,4.295659183,3.767821188,10.63870818,2.04938221,0,1.37158326,0,0,3.42096547,0,1.718438978,0,4.777060264,4.624610016,0,2.792584436,0,5.52026249,0,0,1.718438978,0,0,6.148643524,2.596186567,3.596404577,2.028423449,1.224603307,4.446117033
BEST1,3.952852822,9.091175471,4.291715945,4.686461122,3.976422591,8.281349029,3.952852822,4.119238501,5.814067395,4.530926666,1.838401715,3.864353587,6.618382331,4.454010765,4.145628238,6.143328153,7.042616211,1.726332711,8.529324299,6.506516999,5.697992063,10.30074471,5.025337511,0,7.885818068,5.871960949,3.632365251,2.138020876,5.595585624,4.688848385
BET1,0,1.451467892,0,2.457467873,0,0,0,0,0,0,0,0,1.451467892,0,0,0,1.451467892,0,0,2.457467873,0,0,0,2.457467873,0,0,0,0,0,0
BET1L,1.301986261,5.148964555,2.766918636,3.208059553,0,4.282066508,2.942064686,2.814784286,0,1.640078425,1.372582481,2.814784286,2.116051051,0,1.640078425,2.909484027,1.567981129,1.464932375,1.567981129,0,1.301986261,1.301986261,2.258365351,0,2.4335114,3.012660906,1.567981129,0,1.372582481,0.793432976
BEX4,0,1.567981129,0,4.124933614,0,1.791134954,1.791134954,1.883208162,1.791134954,3.674343116,0,0,1.883208162,4.348087439,0,1.791134954,1.567981129,0,6.008141776,0,1.791134954,1.883208162,4.440160648,0,0,0,1.567981129,2.556952485,0,1.791134954
BFAR,3.622021323,0,1.572888443,2.365427684,3.938316127,0.793432976,0,3.698297274,2.365427684,3.456096605,0,1.815089112,1.883208162,1.572888443,0,2.842565855,0,0,1.883208162,0,0,1.883208162,2.676641138,0,2.366321419,2.04913288,0,0,0,0.793432976
BHLHE40,8.666569414,8.306986714,5.655783199,7.171354773,2.057983752,6.777581888,6.128359711,5.249248838,4.256720514,6.029829424,8.460410643,4.909704064,4.940379693,6.432177029,5.773888267,11.94557977,7.977038919,10.09550302,2.052909086,3.60920767,5.340812185,11.06375293,4.316349103,1.972355909,4.589790703,6.788849406,9.748523956,2.028423449,6.437161825,5.960103669
BICD2,2.559767758,0,0,0.952409493,2.559767758,0.793432976,0.952409493,0,1.449957386,3.654848936,0,0,2.702439444,0,0.952409493,0.793432976,3.643859429,2.702439444,1.449957386,3.643859429,3.643859429,1.449957386,4.80315812,2.702439444,5.755567613,3.512177251,1.084091671,5.262207202,1.449957386,0.793432976
BID,7.430143716,5.334679262,2.855894838,8.539955914,5.40625642,2.641742522,6.507941571,4.002167908,8.23358122,4.737010552,1.838401715,9.221918829,6.852156955,1.894505106,3.318633393,3.488448381,7.727561778,0,3.598725279,7.471331998,4.832219384,6.385006716,3.359485813,0,4.999564237,5.367766272,8.070807364,2.44135337,5.708306789,7.798657012
BIN1,6.205768856,2.190486118,4.045300288,0,1.572888443,7.120880209,8.896427212,2.446035243,1.791134954,5.554509515,5.588935328,2.190486118,0,3.364023397,2.18684517,6.450391969,2.190486118,0,2.190486118,2.18684517,1.791134954,2.18684517,0,2.446035243,4.018923686,5.58529438,2.446035243,0,5.329745255,1.791134954
BIN2,0,3.504376978,0,2.052909086,0,1.182474334,2.187078796,5.874251225,3.787277903,3.20565118,2.421479713,1.349851911,4.657119071,4.75880023,2.337320517,1.182474334,3.504376978,5.627130892,3.502866472,2.187078796,0,2.228653383,2.63243172,3.20565118,2.63243172,0,4.239987883,5.542971697,3.871437099,1.961170331
BIN3,0,0,0,1.224603307,0,0,0,0,0,1.894505106,1.923929732,0,0,3.818434838,3.670671018,0,1.224603307,4.369997442,1.224603307,0,0,0,0,0,0,1.224603307,0,0,3.148533039,1.894505106
BIRC2,3.700848919,2.551086219,6.199864482,8.017652801,4.824329033,2.811897983,6.698364498,2.337320517,2.337320517,0.952409493,1.372582481,4.662522718,0,6.626292976,3.28973001,6.337193722,11.58659193,0,5.108038704,10.53880083,7.646526149,2.080682258,8.82059702,6.114690954,7.216054027,4.723854631,4.071297073,12.40956786,5.076159354,4.643477874
BIRC3,9.320994443,22.77479937,5.233970352,5.654871762,9.336997082,18.76869402,6.364700843,16.89645658,19.42892688,22.58128014,18.43669451,14.89760282,19.52427781,19.42046406,11.15177312,15.29554324,21.27103189,19.07262333,11.58604196,12.77625888,15.09165632,21.36012886,17.92669692,8.410808122,13.46377891,6.963147216,15.92755033,14.19591897,11.66343264,11.6253135
BIRC6,3.759733613,3.655418493,8.12052708,2.1770128,1.572888443,7.541048723,9.589880258,12.34238381,4.128455471,8.899824798,5.987843067,5.005270405,2.39290579,5.701343914,9.147246197,6.450391969,5.839863892,6.335774552,8.418289632,4.373923967,1.791134954,7.004525427,3.857838165,2.610294416,4.950072403,5.736440451,2.187078796,2.337320517,6.974517077,1.791134954
BLCAP,0,0,0,0,1.838401715,0.793432976,0,0,3.947983225,0,1.838401715,2.109581509,0,0,0,0.793432976,1.838401715,0,0,0,2.109581509,0.778695996,0.793432976,0,0.793432976,0,1.838401715,0,2.109581509,1.572128972
BLMH,2.398862657,0,0,1.453242721,2.398862657,1.453242721,0,0,1.449957386,0,0,0,1.453242721,0,1.453242721,0,2.398862657,1.453242721,1.449957386,2.398862657,2.398862657,1.449957386,3.848820044,0,3.848820044,2.398862657,0,2.398862657,1.449957386,1.453242721
BLOC1S1,7.516353409,3.565392598,5.705841736,2.864681732,8.177757306,7.38267783,5.128909856,2.098780882,6.718065339,5.960321099,6.989702443,6.012670096,1.629892482,2.384742559,5.051526902,12.39311249,7.282434934,2.679965207,3.632931411,3.980808706,9.928251809,9.532362164,6.464234541,4.896801896,8.104312966,11.75901409,3.632365251,4.360966492,5.819776581,7.604516105
BLOC1S2,0,2.190486118,0,5.658678969,2.329026162,4.596142806,0.952409493,1.349851911,2.329026162,5.037400717,5.471926247,3.54033803,1.453242721,1.894505106,5.658678969,0,6.828207259,1.453242721,3.415089426,1.084091671,1.084091671,0,0,0,0.952409493,3.129426767,5.441541282,2.028423449,4.367503392,3.347747827
BLOC1S4,2.202993519,0,2.202993519,2.202993519,0,0,0,1.349851911,0,0,0,3.55284543,0,0,0,0,0,0,0,0,0,3.366860628,0,0,0,0,0,0,0,3.366860628
BLOC1S5,0,0,2.610294416,0,2.057983752,2.057983752,2.979493263,7.647771431,0,0,0,0,0,0,0,0,0,2.057983752,2.610294416,2.979493263,0,3.476871499,2.057983752,2.610294416,0,0,5.037477015,0,0,1.418887747
BLOC1S6,3.946770001,4.298332781,5.104887887,2.980832941,1.572888443,0.793432976,0.952409493,2.21482765,6.796845778,4.899179493,5.6896208,2.21482765,1.924451223,3.787716093,5.354714499,6.432160867,4.34922569,4.639602117,0,3.531999444,3.264846334,9.513390017,0.793432976,3.264846334,9.275504822,3.167237142,2.028423449,2.028423449,2.373881558,2.402374542
BLVRA,2.18684517,4.95596202,0,7.343094192,4.3009278,5.30481962,2.18684517,3.076184622,4.475009193,1.935500116,0,7.121266248,0,4.746794615,2.18684517,3.369319504,1.084091671,1.726332711,3.020461904,5.228141446,5.129173297,4.691873878,1.182474334,1.957204605,4.202936238,3.913177881,1.084091671,1.935500116,4.29642668,4.981632235
BLVRB,1.978389099,1.451467892,1.978389099,3.131797688,3.732249185,2.246675696,0,1.726332711,3.89252622,0,1.972355909,3.70472181,4.658570699,1.726332711,4.885657775,2.765788884,3.130022859,3.179575432,3.598725279,0,1.972355909,6.78272604,2.713603287,1.972355909,2.713603287,5.383276777,0,0,3.598725279,3.410542805
BLZF1,1.718438978,1.655252754,1.718438978,1.718438978,3.493654469,3.297053309,0,0,1.838401715,1.655252754,3.48020227,3.373691732,0,0,0,0,1.838401715,0,0,0,1.655252754,1.718438978,0,0,0,1.641800555,1.838401715,1.655252754,1.641800555,1.718438978
BMF,2.18684517,0,2.56185776,0,0,2.18684517,2.18684517,0,0,1.894505106,0,0,0,1.894505106,4.74870293,4.74870293,0,0,0,2.18684517,0,2.18684517,0,0,0,2.18684517,2.56185776,0,2.18684517,4.456362867
BMI1,0,0,0,0,0,0.952413967,0,0,0,0,0.952413967,0,0,0,0,0,0,0,0,0,0,1.163867109,0,0,0,0.952413967,0,0,0.952413967,1.163867109
BMP2K,0,2.052909086,0,2.052909086,0,2.166015457,2.187078796,5.42013887,1.972355909,1.883208162,3.34493839,1.349851911,1.883208162,0,0,2.765788884,3.137000757,0,3.936117248,3.271170468,3.05644758,3.855564071,2.676641138,1.972355909,0.793432976,1.372582481,5.324079554,0,1.372582481,0.793432976
BMPR2,0,3.684032179,0,2.939564389,0,2.909484027,1.37158326,0,0,1.37158326,0,0,2.116051051,0,1.37158326,2.909484027,1.567981129,0,1.567981129,0,0,0,0.793432976,0,2.165016236,1.37158326,1.567981129,0,0,0.793432976
BMS1,1.903081377,4.774971314,1.942651811,0,5.16349215,6.072777588,0,4.000635563,0,1.202427021,2.92315132,3.145078832,1.629892482,0,0,2.812366816,4.826232697,6.923786883,0,1.903081377,3.105508398,6.400022819,7.086191275,0,6.008707032,1.903081377,2.057983752,3.105508398,0,2.601362081
BMS1P20,1.718438978,0,1.718438978,1.718438978,0,0,0,0,0,0,0,1.718438978,2.28565133,0,0,0,1.520210854,0,0,1.520210854,1.520210854,1.718438978,0,0,0,0,1.520210854,2.28565133,0,1.718438978
BNIP2,3.291327421,5.748719769,4.756259796,8.28930291,6.894603234,2.832319502,3.721370981,1.464932375,7.425529974,8.465908387,6.984032023,4.385798374,7.188661332,5.881560734,5.959296335,1.629892482,3.76016287,5.680002909,3.993564796,1.084091671,5.05548018,1.718438978,3.818373247,4.644581674,2.525297936,2.1770128,5.465955992,5.999811958,3.148533039,6.872143025
BNIP3,3.924536834,5.408347302,7.481777776,8.487790432,8.549742837,8.876226501,12.60342713,8.50462837,13.50372909,3.236774098,7.527410461,11.01600794,5.293608894,4.841317091,2.405652213,6.386668932,7.968790108,6.80000249,7.751530297,14.46484775,4.393946115,4.784966109,6.563222598,8.87043868,7.379491447,5.829360293,10.0959221,4.908886058,7.272967512,4.516303323
BNIP3L,14.32869227,15.41857938,12.46029154,16.82912931,16.44964019,12.78993565,14.58936147,9.920834816,18.58386017,13.65075822,15.8307151,8.394396456,13.25805681,7.457273961,15.56367812,13.9287359,7.826597325,5.29460801,17.17834378,13.36045378,10.28729319,12.55403316,5.241399298,13.87237984,15.62200093,10.77287883,13.85099546,10.02879501,10.62326178,15.99740635
BOD1L1,2.04913288,6.820425158,2.717012193,11.55719369,6.61339766,4.270433336,3.136291429,5.134168374,1.838401715,0.952409493,4.263176182,3.076184622,4.136900807,1.726332711,5.723528564,4.766145072,15.96936462,8.421540514,5.270761486,4.915536659,4.510975729,6.987786926,4.774995945,5.838585316,6.094196152,7.286544571,8.402441002,2.717012193,2.558669488,5.708157773
BOLA3,4.269512972,0,4.269512972,2.696624529,1.572888443,0,0,0,0,1.572888443,2.92315132,2.696624529,0,1.572888443,0,0,2.92315132,2.92315132,0,0,0,7.038663596,0,0,4.496039763,0,0,0,0,4.115512275
BPTF,9.555227557,10.60635617,1.942651811,5.92662692,6.078412448,10.10972311,9.240841233,3.888799547,4.314176183,7.875269125,6.781966946,7.679042974,8.990826295,4.451457592,11.17614177,9.048395323,4.96033403,6.78469122,6.938186456,7.419133036,4.848925934,7.594910307,8.143514472,4.122787032,8.96724187,9.545580022,3.030239407,4.212205239,14.25672477,6.529781546
BRAF,0,2.082868054,0,0,0,0,0,2.082868054,2.291140802,0,4.715915269,0,0,2.082868054,0,0,2.424774467,4.715915269,0,0,0,2.424774467,2.082868054,2.291140802,2.424774467,0,0,0,0,0
BRAP,0,2.082868054,0,1.224603307,0,0,0,2.082868054,0,0,0,0,0,2.082868054,1.224603307,0,1.224603307,0,1.224603307,0,0,0,2.082868054,0,0,1.224603307,0,0,1.224603307,0
BRAT1,0,2.727678054,0,6.509233847,0,0.793432976,0,0,0,0,0,0,0,5.28463054,1.224603307,0.793432976,1.224603307,0,6.509233847,0,0,0,3.350385461,0,3.52111103,1.224603307,0,2.556952485,1.224603307,3.52111103
BRCA2,0,0,0,1.224603307,0,0,0,0,0,2.702439444,0,0,2.702439444,0,3.670671018,0,1.224603307,5.148507154,1.224603307,0,0,0,0,2.702439444,0,1.224603307,0,2.702439444,1.224603307,0
BRCC3,5.711731865,1.942651811,4.963077051,4.275391464,2.691306626,0.793432976,1.301986261,3.757740923,0,0,2.424774467,5.476179902,0,2.556952485,0,0.793432976,5.116081093,4.367426278,2.556952485,2.691306626,3.993292887,5.445199706,7.984343898,0,5.909514069,2.691306626,0,5.248259111,0,2.511871954
BRD1,0,0,1.930916272,0,1.930916272,2.327245593,0,1.883208162,0,4.585647606,2.327245593,0,4.585647606,0,0,1.930916272,1.930916272,2.702439444,1.883208162,0,1.930916272,1.883208162,3.814124435,4.633355716,1.930916272,2.327245593,0,4.633355716,2.327245593,1.930916272
BRD2,5.827618211,5.176006947,9.491421528,7.600429274,10.69087592,7.570592987,6.086692484,1.946147735,9.471620364,5.276449724,8.060047614,5.372314508,8.05266047,0,10.2646673,10.02888803,12.34272751,7.074882656,12.45753873,11.32201097,11.79250303,4.176950582,7.972457928,12.22792152,13.81589722,10.53056702,8.371903794,14.98782714,5.535960223,11.12197663
BRD3,2.525115998,1.202427021,2.56185776,1.224603307,2.885442354,5.035798021,0,0,0,3.904866464,0,1.202427021,5.227555442,0,3.786461068,3.355290736,1.224603307,2.702439444,2.907618641,4.208131332,4.242365045,0,0.793432976,4.385454777,0.793432976,1.224603307,5.086973759,3.904866464,1.224603307,3.355290736
BRD4,2.874874704,3.882085607,2.874874704,7.461631366,4.982001284,5.243383775,3.27354316,1.349851911,0,3.228141197,2.876343699,4.976661564,3.207102807,8.280603513,4.431706114,1.182474334,2.744814161,3.377172453,6.008388646,3.491767753,4.477449869,2.080682258,3.73942682,0,4.98219563,2.177017274,1.520210854,4.212205239,6.072503905,5.641245904
BRD7,1.766007652,4.033357715,1.766007652,0.952409493,0,0.952413967,2.718417145,2.581889823,0,0.952409493,0.952413967,0,1.451467892,4.313909797,0.952409493,0,2.535559563,0,0,1.084091671,2.850099323,3.184895399,2.581889823,1.732019974,0.952409493,1.904823459,1.084091671,0,2.68443394,1.418887747
BRD8,1.718438978,2.116051051,1.718438978,2.943042285,1.753860087,2.116051051,0,0,0,0,0,1.718438978,6.155562467,0,2.978463394,2.116051051,2.308694978,0,1.224603307,1.084091671,1.084091671,1.718438978,0,0,0,1.224603307,1.084091671,2.28565133,1.224603307,1.718438978
BRD9,0,0,0,0,0,0.952413967,0,0,0,0,0.952413967,0,0,0,0,0,0,0,0,0,0,0.778695996,0,0,0,0.952413967,0,0,0.952413967,0.778695996
BRI3,4.81071523,1.655252754,6.976509237,4.975934429,5.691625604,7.312975782,2.472411845,5.883097345,2.525708293,1.655252754,0,8.697681794,4.702916271,1.726332711,4.975934429,6.487212311,4.881687508,6.201581405,2.558669488,4.848726313,2.739344425,5.393258029,3.240458086,0,3.708182627,9.095717429,3.142075423,5.179830433,2.558669488,5.208680842
BRI3BP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRIX1,5.738122712,0,3.551277542,0,3.551277542,2.18684517,2.18684517,0,0,1.572888443,0,1.978389099,0,1.572888443,2.18684517,2.18684517,0,0,0,2.18684517,0,2.965541166,0,0,1.572888443,4.165234269,0,0,2.18684517,0.778695996
BRK1,6.571702781,9.43417946,11.61460471,6.770097812,10.03704222,8.002554412,2.673569521,6.653407479,2.619348288,9.42389881,9.158538605,11.36423613,6.888043966,7.449983739,2.824825981,4.35424173,12.13720389,7.528279631,7.529304627,1.520210854,6.688613504,7.950228414,5.07779012,7.3963428,10.32042827,5.07630507,6.493000014,3.866416388,4.11441585,8.901559796
BRMS1,1.718438978,1.567981129,1.718438978,3.286420107,0,0,0,0,0,0,0,1.718438978,2.28565133,0,0,0,1.567981129,0,1.567981129,0,0,2.882306087,0,0,0,0,1.567981129,2.28565133,0,2.882306087
BROX,0,4.853126364,0,9.304335872,1.655252754,7.050831369,2.187078796,2.187078796,3.741098188,1.655252754,4.130451433,1.655252754,5.841919313,2.556952485,5.179402258,1.629892482,3.876676107,4.217516304,6.799494307,3.271170468,2.739344425,2.613824495,4.006909872,2.291140802,1.449957386,3.063913938,6.867575045,8.526280018,4.513871324,3.090242611
BRPF1,2.373881558,2.373881558,0,1.453242721,0,1.453242721,0,0,0,2.373881558,2.679965207,0,1.453242721,0,3.827124278,2.373881558,0,4.133207928,0,0,0,0,0,0,0,2.679965207,0,0,2.373881558,1.453242721
BRWD1,1.718438978,0,1.718438978,4.768577206,3.896385467,3.240458086,1.37158326,3.407835663,3.288359102,1.37158326,1.838401715,3.068290889,0,0,3.050138228,1.182474334,3.516956683,2.057983752,3.128512354,0,0,5.226380116,4.690415472,0,4.004014981,3.050138228,3.896385467,0,3.128512354,2.900913312
BRWD3,0,7.348110363,0,0,0,2.582306448,2.183881936,2.082868054,2.790447043,0,3.74286101,0,5.459509763,2.082868054,0,1.629892482,2.971678746,2.790447043,0,1.520210854,1.520210854,0,2.082868054,2.790447043,0,0.952413967,1.520210854,0,0.952413967,0
BSDC1,0,0,0,1.453242721,1.753860087,1.453242721,0,0,0,0,0,0,3.207102807,0,3.207102807,0,0,1.453242721,0,0,0,0,0,0,0,0,0,0,0,1.453242721
BSG,2.72820343,4.273354172,3.232902534,3.253026756,3.357133441,4.098719868,1.301986261,2.082868054,1.449957386,2.190486118,4.11441585,2.190486118,0,4.006797786,5.699094466,3.839150022,7.856314538,4.369997442,4.865046812,2.51030884,5.743211374,3.530639644,8.798192631,1.930916272,6.715324577,2.650820476,3.11251512,5.38555689,6.788976544,4.617846018
BST1,0,0,0,0,0,1.995004067,0,0,2.604380724,0,1.995004067,2.604380724,0,0,0,0,0,0,0,0,2.604380724,0,0,0,0,1.995004067,0,0,4.599384791,0
BST2,9.073257573,4.342006408,6.113135302,7.145805954,5.486777658,9.166548609,4.526710156,2.098780882,2.408328103,9.593390794,2.876343699,6.012670096,6.553900207,7.948275767,9.534635627,11.67281842,1.520210854,4.369997442,4.965280589,6.961661966,3.45571097,5.876678,8.501195795,5.105238084,7.000747137,10.28983935,6.435509487,6.286405644,7.974325702,6.417533197
BTAF1,4.593313682,4.623436161,6.535965494,3.090022239,1.572888443,2.166015457,7.32591077,3.825859974,3.264846334,4.827679866,4.637428815,7.824146078,4.261357552,1.572888443,1.37158326,4.058279309,2.191498389,1.942651811,1.883208162,4.163055288,4.566832595,9.332346845,4.619292949,3.264846334,3.737904679,2.744165742,0,2.191498389,3.34413938,3.675739063
BTBD1,2.19199224,0,0,0,4.030393955,0,0,0,1.838401715,0,1.838401715,0,0,0,0,0,4.030393955,0,0,2.19199224,2.19199224,0,2.19199224,0,2.19199224,2.19199224,1.838401715,2.19199224,0,0
BTBD7,0,0,1.930916272,0,1.930916272,0.793432976,0,0,0,0,0,0,0,0,0,2.724349248,1.930916272,0,0,0,1.930916272,0,2.724349248,1.930916272,2.724349248,0,0,1.930916272,0,2.724349248
BTF3,17.62553939,18.24339301,14.53387801,14.12775003,16.3145177,16.19108073,16.93162799,14.94214514,16.08037269,19.62134217,18.17594804,19.06353394,19.84958784,19.04356723,17.53437775,14.65991124,19.22558542,20.61855116,13.53582516,15.64411578,16.98308287,14.364373,19.90383301,15.80947376,17.10896272,7.961979178,10.95572941,23.62005858,19.80123358,15.88517216
BTF3L4,3.622021323,1.924451223,4.045300288,1.37158326,1.572888443,0,6.031073902,2.187078796,0,2.944471703,0,0,1.924451223,3.304908417,1.37158326,4.521544725,1.924451223,0,0,2.187078796,0,1.418887747,0,1.732019974,2.944471703,3.42071614,2.187078796,0,1.732019974,1.418887747
BTG1,25.35271266,28.57092101,21.64483305,18.12886043,24.86973678,27.42139055,29.67243287,26.80654412,22.60506168,23.78735105,27.21240486,22.61313289,26.74044346,22.54127555,26.04955945,28.48496972,27.95519078,25.16012007,23.78992482,27.39867625,21.57195901,25.95710958,28.08377153,18.97667448,24.57819228,27.20767135,24.57341218,25.64538785,26.45938225,16.44816737
BTG2,10.02879498,4.590388228,11.59501815,4.69927192,7.825989826,6.210336987,8.878185426,5.134168374,4.741317397,6.229479622,8.373696571,8.802450412,8.488837369,3.299221154,5.542690702,13.24943537,3.749235189,10.16846336,2.768961489,3.749235189,7.251626237,8.253807346,4.277633897,5.676537595,4.74494808,13.04858893,7.732356632,11.16671014,0.952413967,8.621387199
BTG3,1.978389099,1.202427021,7.065955152,4.084207181,4.934676206,3.449102717,0.952409493,2.337320517,9.177204993,2.154836513,0,5.290397629,3.207102807,2.337320517,10.73724555,3.355290736,1.678554968,1.453242721,3.883149641,2.525708293,3.31200853,3.81353624,2.998027649,0,6.476145435,4.609353559,2.56185776,3.539747538,5.992731151,6.417475023
